,file_name,classes
0,dual_AGN_datasets/train_data/16_with_AGN_561.fits,dual_agn
1,dual_AGN_datasets/train_data/13_with_AGN_737.fits,dual_agn
2,dual_AGN_datasets/train_data/2_with_AGN_954.fits,dual_agn
3,dual_AGN_datasets/train_data/8_with_AGN_1397.fits,dual_agn
4,dual_AGN_datasets/train_data/19_with_AGN_1252.fits,dual_agn
5,dual_AGN_datasets/train_data/4_with_AGN_709.fits,dual_agn
6,dual_AGN_datasets/train_data/3_with_AGN_16.fits,dual_agn
7,dual_AGN_datasets/train_data/1_with_AGN_593.fits,dual_agn
8,dual_AGN_datasets/train_data/9_with_AGN_370.fits,dual_agn
9,dual_AGN_datasets/train_data/6_with_AGN_250.fits,dual_agn
10,dual_AGN_datasets/train_data/14_with_AGN_526.fits,dual_agn
11,dual_AGN_datasets/train_data/5_with_AGN_659.fits,dual_agn
12,dual_AGN_datasets/train_data/10_with_AGN_481.fits,dual_agn
13,dual_AGN_datasets/train_data/0_with_AGN_749.fits,dual_agn
14,dual_AGN_datasets/train_data/12_with_AGN_151.fits,dual_agn
15,dual_AGN_datasets/train_data/2_with_AGN_1346.fits,dual_agn
16,dual_AGN_datasets/train_data/5_with_AGN_686.fits,dual_agn
17,dual_AGN_datasets/train_data/5_with_AGN_305.fits,dual_agn
18,dual_AGN_datasets/train_data/1_with_AGN_803.fits,dual_agn
19,dual_AGN_datasets/train_data/0_with_AGN_771.fits,dual_agn
20,dual_AGN_datasets/train_data/3_with_AGN_1062.fits,dual_agn
21,dual_AGN_datasets/train_data/8_with_AGN_1122.fits,dual_agn
22,dual_AGN_datasets/train_data/7_with_AGN_131.fits,dual_agn
23,dual_AGN_datasets/train_data/2_with_AGN_926.fits,dual_agn
24,dual_AGN_datasets/train_data/8_with_AGN_496.fits,dual_agn
25,dual_AGN_datasets/train_data/5_with_AGN_1370.fits,dual_agn
26,dual_AGN_datasets/train_data/14_with_AGN_224.fits,dual_agn
27,dual_AGN_datasets/train_data/3_with_AGN_127.fits,dual_agn
28,dual_AGN_datasets/train_data/9_with_AGN_1352.fits,dual_agn
29,dual_AGN_datasets/train_data/2_with_AGN_38.fits,dual_agn
30,dual_AGN_datasets/train_data/6_with_AGN_637.fits,dual_agn
31,dual_AGN_datasets/train_data/3_with_AGN_873.fits,dual_agn
32,dual_AGN_datasets/train_data/8_with_AGN_1223.fits,dual_agn
33,dual_AGN_datasets/train_data/2_with_AGN_695.fits,dual_agn
34,dual_AGN_datasets/train_data/6_with_AGN_377.fits,dual_agn
35,dual_AGN_datasets/train_data/0_with_AGN_192.fits,dual_agn
36,dual_AGN_datasets/train_data/7_with_AGN_909.fits,dual_agn
37,dual_AGN_datasets/train_data/9_with_AGN_488.fits,dual_agn
38,dual_AGN_datasets/train_data/3_with_AGN_761.fits,dual_agn
39,dual_AGN_datasets/train_data/1_with_AGN_987.fits,dual_agn
40,dual_AGN_datasets/train_data/4_with_AGN_619.fits,dual_agn
41,dual_AGN_datasets/train_data/8_with_AGN_143.fits,dual_agn
42,dual_AGN_datasets/train_data/4_with_AGN_1032.fits,dual_agn
43,dual_AGN_datasets/train_data/8_with_AGN_307.fits,dual_agn
44,dual_AGN_datasets/train_data/2_with_AGN_126.fits,dual_agn
45,dual_AGN_datasets/train_data/4_with_AGN_729.fits,dual_agn
46,dual_AGN_datasets/train_data/9_with_AGN_1259.fits,dual_agn
47,dual_AGN_datasets/train_data/14_with_AGN_1141.fits,dual_agn
48,dual_AGN_datasets/train_data/15_with_AGN_659.fits,dual_agn
49,dual_AGN_datasets/train_data/0_with_AGN_454.fits,dual_agn
50,dual_AGN_datasets/train_data/6_with_AGN_719.fits,dual_agn
51,dual_AGN_datasets/train_data/7_with_AGN_136.fits,dual_agn
52,dual_AGN_datasets/train_data/8_with_AGN_952.fits,dual_agn
53,dual_AGN_datasets/train_data/8_with_AGN_1335.fits,dual_agn
54,dual_AGN_datasets/train_data/4_with_AGN_290.fits,dual_agn
55,dual_AGN_datasets/train_data/4_with_AGN_826.fits,dual_agn
56,dual_AGN_datasets/train_data/1_with_AGN_465.fits,dual_agn
57,dual_AGN_datasets/train_data/6_with_AGN_572.fits,dual_agn
58,dual_AGN_datasets/train_data/7_with_AGN_243.fits,dual_agn
59,dual_AGN_datasets/train_data/6_with_AGN_567.fits,dual_agn
60,dual_AGN_datasets/train_data/1_with_AGN_1028.fits,dual_agn
61,dual_AGN_datasets/train_data/12_with_AGN_1003.fits,dual_agn
62,dual_AGN_datasets/train_data/7_with_AGN_547.fits,dual_agn
63,dual_AGN_datasets/train_data/4_with_AGN_242.fits,dual_agn
64,dual_AGN_datasets/train_data/3_with_AGN_1169.fits,dual_agn
65,dual_AGN_datasets/train_data/0_with_AGN_29.fits,dual_agn
66,dual_AGN_datasets/train_data/9_with_AGN_123.fits,dual_agn
67,dual_AGN_datasets/train_data/10_with_AGN_1216.fits,dual_agn
