,file_name,classes
0,dual_AGN_datasets/train_data/10_with_AGN_99.fits,dual_agn
1,dual_AGN_datasets/train_data/7_with_AGN_602.fits,dual_agn
2,dual_AGN_datasets/train_data/1_with_AGN_900.fits,dual_agn
3,dual_AGN_datasets/train_data/10_with_AGN_458.fits,dual_agn
4,dual_AGN_datasets/train_data/3_with_AGN_1106.fits,dual_agn
5,dual_AGN_datasets/train_data/2_with_AGN_604.fits,dual_agn
6,dual_AGN_datasets/train_data/3_with_AGN_563.fits,dual_agn
7,dual_AGN_datasets/train_data/0_with_AGN_351.fits,dual_agn
8,dual_AGN_datasets/train_data/5_with_AGN_1312.fits,dual_agn
9,dual_AGN_datasets/train_data/7_with_AGN_154.fits,dual_agn
10,dual_AGN_datasets/train_data/4_with_AGN_706.fits,dual_agn
11,dual_AGN_datasets/train_data/9_with_AGN_321.fits,dual_agn
12,dual_AGN_datasets/train_data/2_with_AGN_1360.fits,dual_agn
13,dual_AGN_datasets/train_data/4_with_AGN_663.fits,dual_agn
14,dual_AGN_datasets/train_data/3_with_AGN_354.fits,dual_agn
15,dual_AGN_datasets/train_data/1_with_AGN_937.fits,dual_agn
16,dual_AGN_datasets/train_data/1_with_AGN_120.fits,dual_agn
17,dual_AGN_datasets/train_data/0_with_AGN_1111.fits,dual_agn
18,dual_AGN_datasets/train_data/8_with_AGN_380.fits,dual_agn
19,dual_AGN_datasets/train_data/0_with_AGN_789.fits,dual_agn
20,dual_AGN_datasets/train_data/9_with_AGN_1277.fits,dual_agn
21,dual_AGN_datasets/train_data/4_with_AGN_541.fits,dual_agn
22,dual_AGN_datasets/train_data/0_with_AGN_305.fits,dual_agn
23,dual_AGN_datasets/train_data/4_with_AGN_239.fits,dual_agn
24,dual_AGN_datasets/train_data/8_with_AGN_293.fits,dual_agn
25,dual_AGN_datasets/train_data/8_with_AGN_313.fits,dual_agn
26,dual_AGN_datasets/train_data/3_with_AGN_370.fits,dual_agn
27,dual_AGN_datasets/train_data/1_with_AGN_37.fits,dual_agn
28,dual_AGN_datasets/train_data/6_with_AGN_1047.fits,dual_agn
29,dual_AGN_datasets/train_data/6_with_AGN_478.fits,dual_agn
30,dual_AGN_datasets/train_data/6_with_AGN_925.fits,dual_agn
31,dual_AGN_datasets/train_data/3_with_AGN_514.fits,dual_agn
32,dual_AGN_datasets/train_data/2_with_AGN_765.fits,dual_agn
33,dual_AGN_datasets/train_data/9_with_AGN_962.fits,dual_agn
34,dual_AGN_datasets/train_data/5_with_AGN_106.fits,dual_agn
35,dual_AGN_datasets/train_data/3_with_AGN_1218.fits,dual_agn
36,dual_AGN_datasets/train_data/6_with_AGN_583.fits,dual_agn
37,dual_AGN_datasets/train_data/10_with_AGN_360.fits,dual_agn
38,dual_AGN_datasets/train_data/18_with_AGN_1314.fits,dual_agn
39,dual_AGN_datasets/train_data/0_with_AGN_862.fits,dual_agn
40,dual_AGN_datasets/train_data/15_with_AGN_618.fits,dual_agn
41,dual_AGN_datasets/train_data/8_with_AGN_526.fits,dual_agn
42,dual_AGN_datasets/train_data/9_with_AGN_1031.fits,dual_agn
43,dual_AGN_datasets/train_data/1_with_AGN_541.fits,dual_agn
44,dual_AGN_datasets/train_data/7_with_AGN_1263.fits,dual_agn
45,dual_AGN_datasets/train_data/8_with_AGN_335.fits,dual_agn
46,dual_AGN_datasets/train_data/14_with_AGN_823.fits,dual_agn
47,dual_AGN_datasets/train_data/0_with_AGN_1144.fits,dual_agn
48,dual_AGN_datasets/train_data/4_with_AGN_738.fits,dual_agn
49,dual_AGN_datasets/train_data/1_with_AGN_1281.fits,dual_agn
50,dual_AGN_datasets/train_data/7_with_AGN_521.fits,dual_agn
51,dual_AGN_datasets/train_data/3_with_AGN_697.fits,dual_agn
52,dual_AGN_datasets/train_data/2_with_AGN_800.fits,dual_agn
53,dual_AGN_datasets/train_data/7_with_AGN_1320.fits,dual_agn
54,dual_AGN_datasets/train_data/1_with_AGN_136.fits,dual_agn
55,dual_AGN_datasets/train_data/5_with_AGN_809.fits,dual_agn
56,dual_AGN_datasets/train_data/1_with_AGN_783.fits,dual_agn
57,dual_AGN_datasets/train_data/4_with_AGN_211.fits,dual_agn
58,dual_AGN_datasets/train_data/7_with_AGN_245.fits,dual_agn
59,dual_AGN_datasets/train_data/3_with_AGN_1103.fits,dual_agn
60,dual_AGN_datasets/train_data/4_with_AGN_1402.fits,dual_agn
61,dual_AGN_datasets/train_data/11_with_AGN_12.fits,dual_agn
62,dual_AGN_datasets/train_data/8_with_AGN_718.fits,dual_agn
63,dual_AGN_datasets/train_data/5_with_AGN_1055.fits,dual_agn
64,dual_AGN_datasets/train_data/5_with_AGN_200.fits,dual_agn
65,dual_AGN_datasets/train_data/5_with_AGN_624.fits,dual_agn
66,dual_AGN_datasets/train_data/6_with_AGN_2.fits,dual_agn
