Unnamed: 0,file_name,classes,balance
8291,single_AGN_datasets/confirmed_single_AGN/QSO_002852.63+013413.8.fits,single_agn,"(7499.25, 9999.0]"
6718,offset_AGN_datasets/train_data/10_with_AGN_1017.fits,offset_agn,"(4999.5, 7499.25]"
8773,single_AGN_datasets/confirmed_single_AGN/QSO_144655.14-001346.3.fits,single_agn,"(7499.25, 9999.0]"
6643,offset_AGN_datasets/train_data/8_with_AGN_774.fits,offset_agn,"(4999.5, 7499.25]"
8131,single_AGN_datasets/confirmed_single_AGN/QSO_110842.75-005926.3.fits,single_agn,"(7499.25, 9999.0]"
5148,merger_datasets/train_data/1095-cutout-HSC-G-9558-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
9993,single_AGN_datasets/confirmed_single_AGN/QSO_122630.01-013702.5.fits,single_agn,"(7499.25, 9999.0]"
7141,offset_AGN_datasets/train_data/19_with_AGN_357.fits,offset_agn,"(4999.5, 7499.25]"
3337,empty_space_dataset/empty_space_train_data/ra_189.14602710932556_dec_-1.2162530243919967.fits,empty_space,"(2499.75, 4999.5]"
9697,single_AGN_datasets/confirmed_single_AGN/QSO_092208.80-003613.8.fits,single_agn,"(7499.25, 9999.0]"
6226,offset_AGN_datasets/train_data/13_with_AGN_871.fits,offset_agn,"(4999.5, 7499.25]"
5462,merger_datasets/train_data/6486-cutout-HSC-G-9856-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
2326,empty_space_dataset/empty_space_train_data/ra_189.3607639514308_dec_-1.627831971760418.fits,empty_space,"(-9.999, 2499.75]"
2183,empty_space_dataset/empty_space_train_data/ra_189.79023763564135_dec_-1.8873056559709442.fits,empty_space,"(-9.999, 2499.75]"
4227,merger_datasets/train_data/6259-cutout-HSC-G-9860-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
9379,single_AGN_datasets/confirmed_single_AGN/QSO_003313.17+044550.5.fits,single_agn,"(7499.25, 9999.0]"
6231,offset_AGN_datasets/train_data/13_with_AGN_344.fits,offset_agn,"(4999.5, 7499.25]"
4131,merger_datasets/train_data/6100-cutout-HSC-G-9861-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
7606,offset_AGN_datasets/train_data/19_with_AGN_1306.fits,offset_agn,"(7499.25, 9999.0]"
8554,single_AGN_datasets/confirmed_single_AGN/QSO_113908.80-014315.8.fits,single_agn,"(7499.25, 9999.0]"
2683,empty_space_dataset/empty_space_train_data/ra_188.96707974090452_dec_-2.003621445444628.fits,empty_space,"(2499.75, 4999.5]"
5842,merger_datasets/train_data/2334-cutout-HSC-G-9563-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
8369,single_AGN_datasets/confirmed_single_AGN/QSO_011112.23+000103.8.fits,single_agn,"(7499.25, 9999.0]"
2065,empty_space_dataset/empty_space_train_data/ra_189.56655342511505_dec_-1.8604635507077862.fits,empty_space,"(-9.999, 2499.75]"
5551,merger_datasets/train_data/1042-cutout-HSC-G-9563-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
5697,merger_datasets/train_data/3879-cutout-HSC-G-9831-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
2439,empty_space_dataset/empty_space_train_data/ra_189.47707974090451_dec_-1.377305655970944.fits,empty_space,"(-9.999, 2499.75]"
3780,empty_space_dataset/empty_space_train_data/ra_189.2355007935361_dec_-2.057305655970944.fits,empty_space,"(2499.75, 4999.5]"
4190,merger_datasets/train_data/855-cutout-HSC-G-9803-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
2164,empty_space_dataset/empty_space_train_data/ra_189.16392184616765_dec_-1.8336214454446282.fits,empty_space,"(-9.999, 2499.75]"
3183,empty_space_dataset/empty_space_train_data/ra_189.4591850040624_dec_-1.502568813865681.fits,empty_space,"(2499.75, 4999.5]"
6082,offset_AGN_datasets/train_data/6_with_AGN_1201.fits,offset_agn,"(4999.5, 7499.25]"
8526,single_AGN_datasets/confirmed_single_AGN/QSO_084954.14+001617.8.fits,single_agn,"(7499.25, 9999.0]"
1461,dual_AGN_datasets/train_data/8_with_AGN_537.fits,dual_agn,"(-9.999, 2499.75]"
6094,offset_AGN_datasets/train_data/17_with_AGN_204.fits,offset_agn,"(4999.5, 7499.25]"
8697,single_AGN_datasets/confirmed_single_AGN/UNK_115137.20-005013.1.fits,single_agn,"(7499.25, 9999.0]"
2093,empty_space_dataset/empty_space_train_data/ra_189.43234289879925_dec_-1.8515161822867336.fits,empty_space,"(-9.999, 2499.75]"
9836,single_AGN_datasets/confirmed_single_AGN/QSO_003731.70+014254.3.fits,single_agn,"(7499.25, 9999.0]"
8226,single_AGN_datasets/confirmed_single_AGN/QSO_010630.06+014859.6.fits,single_agn,"(7499.25, 9999.0]"
812,dual_AGN_datasets/train_data/3_with_AGN_812.fits,dual_agn,"(-9.999, 2499.75]"
2779,empty_space_dataset/empty_space_train_data/ra_189.69181658300977_dec_-1.5473056559709442.fits,empty_space,"(2499.75, 4999.5]"
3449,empty_space_dataset/empty_space_train_data/ra_189.5128692145887_dec_-1.2520424980762073.fits,empty_space,"(2499.75, 4999.5]"
4956,merger_datasets/train_data/1055-cutout-HSC-G-9564-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
6322,offset_AGN_datasets/train_data/18_with_AGN_415.fits,offset_agn,"(4999.5, 7499.25]"
4351,merger_datasets/train_data/3406-cutout-HSC-G-9835-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
377,dual_AGN_datasets/train_data/9_with_AGN_448.fits,dual_agn,"(-9.999, 2499.75]"
4325,merger_datasets/train_data/3202-cutout-HSC-G-9592-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
5528,merger_datasets/train_data/306-cutout-HSC-G-9559-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
3940,empty_space_dataset/empty_space_train_data/ra_189.43234289879925_dec_-1.3325688138656808.fits,empty_space,"(2499.75, 4999.5]"
4710,merger_datasets/train_data/5361-cutout-HSC-G-9618-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
46,dual_AGN_datasets/train_data/14_with_AGN_823.fits,dual_agn,"(-9.999, 2499.75]"
5415,merger_datasets/train_data/983-cutout-HSC-G-9559-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
4746,merger_datasets/train_data/5245-cutout-HSC-G-9619-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
