Unnamed: 0,file_name,classes,balance
5402,merger_datasets/train_data/5307-cutout-HSC-G-9615-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
8655,single_AGN_datasets/confirmed_single_AGN/QSO_013601.13+041704.2.fits,single_agn,"(7499.25, 9999.0]"
3890,empty_space_dataset/empty_space_train_data/ra_189.65602710932555_dec_-1.8246740770235756.fits,empty_space,"(2499.75, 4999.5]"
5466,merger_datasets/train_data/4647-cutout-HSC-G-9369-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
9532,single_AGN_datasets/confirmed_single_AGN/QSO_001610.79+013608.0.fits,single_agn,"(7499.25, 9999.0]"
8060,single_AGN_datasets/confirmed_single_AGN/UNK_014547.56-000344.3.fits,single_agn,"(7499.25, 9999.0]"
341,dual_AGN_datasets/train_data/8_with_AGN_1398.fits,dual_agn,"(-9.999, 2499.75]"
4840,merger_datasets/train_data/3736-cutout-HSC-G-9834-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
4124,merger_datasets/train_data/4115-cutout-HSC-G-9349-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
5138,merger_datasets/train_data/2944-cutout-HSC-G-9348-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
630,dual_AGN_datasets/train_data/11_with_AGN_121.fits,dual_agn,"(-9.999, 2499.75]"
6856,offset_AGN_datasets/train_data/12_with_AGN_573.fits,offset_agn,"(4999.5, 7499.25]"
4043,merger_datasets/train_data/1072-cutout-HSC-G-9557-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
201,dual_AGN_datasets/train_data/1_with_AGN_1272.fits,dual_agn,"(-9.999, 2499.75]"
8727,single_AGN_datasets/confirmed_single_AGN/QSO_121600.86-003959.9.fits,single_agn,"(7499.25, 9999.0]"
3161,empty_space_dataset/empty_space_train_data/ra_189.25339553037819_dec_-1.7978319717604179.fits,empty_space,"(2499.75, 4999.5]"
4756,merger_datasets/train_data/2363-cutout-HSC-G-9321-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
