Unnamed: 0,file_name,classes,balance
7471,merger_datasets/train_data/5777-cutout-HSC-G-9859-pdr3_wide.fits,merger,"(4813.75, 9627.5]"
3789,dual_AGN_datasets/train_data/17_with_AGN_549.fits,dual_agn,"(-19.255, 4813.75]"
5364,merger_datasets/train_data/6273-cutout-HSC-G-9861-pdr3_wide.fits,merger,"(4813.75, 9627.5]"
18435,single_AGN_datasets/confirmed_single_AGN_fall/QSO_000221_11_005922_2.fits,single_agn,"(14441.25, 19255.0]"
13827,offset_AGN_datasets/train_data/5_with_AGN_11.fits,offset_agn,"(9627.5, 14441.25]"
13494,offset_AGN_datasets/train_data/5_with_AGN_399.fits,offset_agn,"(9627.5, 14441.25]"
2325,dual_AGN_datasets/train_data/9_with_AGN_1334.fits,dual_agn,"(-19.255, 4813.75]"
15405,single_AGN_datasets/confirmed_single_AGN_spring/QSO_114452_44_014214_0.fits,single_agn,"(14441.25, 19255.0]"
17941,single_AGN_datasets/confirmed_single_AGN_spring/QSO_124045_28_003537_3.fits,single_agn,"(14441.25, 19255.0]"
2554,dual_AGN_datasets/train_data/17_with_AGN_906.fits,dual_agn,"(-19.255, 4813.75]"
8458,merger_datasets/train_data/1759-cutout-HSC-G-9803-pdr3_wide.fits,merger,"(4813.75, 9627.5]"
1474,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.9_asec_separations/QSO_145334_07_425647_4_rotated_210_degrees_1.0_QSO_133453_21_012629_8_.fits,dual_agn,"(-19.255, 4813.75]"
8562,merger_datasets/train_data/3274-cutout-HSC-G-9591-pdr3_wide.fits,merger,"(4813.75, 9627.5]"
4624,dual_AGN_datasets/train_data/7_with_AGN_1103.fits,dual_agn,"(-19.255, 4813.75]"
3602,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.3_asec_separations/QSO_145334_07_425647_4_rotated_260_degrees_1.0_QSO_142338_11_001657_1_.fits,dual_agn,"(-19.255, 4813.75]"
6007,merger_datasets/train_data/4393-cutout-HSC-G-9590-pdr3_wide.fits,merger,"(4813.75, 9627.5]"
4392,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.9_asec_separations/QSO_145334_07_425647_4_rotated_100_degrees_1.0_QSO_142334_85_005849_2_.fits,dual_agn,"(-19.255, 4813.75]"
10126,offset_AGN_datasets/train_data/6_with_AGN_382.fits,offset_agn,"(9627.5, 14441.25]"
7236,merger_datasets/train_data/2752-cutout-HSC-G-9345-pdr3_wide.fits,merger,"(4813.75, 9627.5]"
17867,single_AGN_datasets/confirmed_single_AGN/QSO_002857.20+023725.2.fits,single_agn,"(14441.25, 19255.0]"
6439,merger_datasets/train_data/6573-cutout-HSC-G-9862-pdr3_wide.fits,merger,"(4813.75, 9627.5]"
13296,offset_AGN_datasets/train_data/9_with_AGN_691.fits,offset_agn,"(9627.5, 14441.25]"
4920,merger_datasets/train_data/2867-cutout-HSC-G-9344-pdr3_wide.fits,merger,"(4813.75, 9627.5]"
16947,single_AGN_datasets/confirmed_single_AGN/UNK_104526.04-010112.0.fits,single_agn,"(14441.25, 19255.0]"
8500,merger_datasets/train_data/841-cutout-HSC-G-9802-pdr3_wide.fits,merger,"(4813.75, 9627.5]"
