Unnamed: 0,file_name,classes,balance
9061,single_AGN_datasets/confirmed_single_AGN/QSO_003900.23+000749.2.fits,single_agn,"(7499.25, 9999.0]"
4384,merger_datasets/train_data/3733-cutout-HSC-G-9834-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
6993,offset_AGN_datasets/train_data/6_with_AGN_1175.fits,offset_agn,"(4999.5, 7499.25]"
2636,empty_space_dataset/empty_space_train_data/ra_189.4233955303782_dec_-2.003621445444628.fits,empty_space,"(2499.75, 4999.5]"
5752,merger_datasets/train_data/1171-cutout-HSC-G-9805-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
2931,empty_space_dataset/empty_space_train_data/ra_189.4949744777466_dec_-1.2878319717604176.fits,empty_space,"(2499.75, 4999.5]"
5738,merger_datasets/train_data/4501-cutout-HSC-G-9614-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
3616,empty_space_dataset/empty_space_train_data/ra_188.97602710932557_dec_-1.3862530243919968.fits,empty_space,"(2499.75, 4999.5]"
1629,dual_AGN_datasets/train_data/3_with_AGN_72.fits,dual_agn,"(-9.999, 2499.75]"
992,dual_AGN_datasets/train_data/1_with_AGN_1352.fits,dual_agn,"(-9.999, 2499.75]"
6002,offset_AGN_datasets/train_data/1_with_AGN_159.fits,offset_agn,"(4999.5, 7499.25]"
806,dual_AGN_datasets/train_data/2_with_AGN_105.fits,dual_agn,"(-9.999, 2499.75]"
6029,offset_AGN_datasets/train_data/3_with_AGN_464.fits,offset_agn,"(4999.5, 7499.25]"
5053,merger_datasets/train_data/810-cutout-HSC-G-9799-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
706,dual_AGN_datasets/train_data/12_with_AGN_1170.fits,dual_agn,"(-9.999, 2499.75]"
8575,single_AGN_datasets/confirmed_single_AGN/QSO_013236.48+015227.4.fits,single_agn,"(7499.25, 9999.0]"
8615,single_AGN_datasets/confirmed_single_AGN/QSO_003121.51+032906.8.fits,single_agn,"(7499.25, 9999.0]"
5420,merger_datasets/train_data/144-cutout-HSC-G-9316-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
1464,dual_AGN_datasets/train_data/0_with_AGN_347.fits,dual_agn,"(-9.999, 2499.75]"
2216,empty_space_dataset/empty_space_train_data/ra_189.3697113198519_dec_-1.3236214454446285.fits,empty_space,"(-9.999, 2499.75]"
5691,merger_datasets/train_data/2461-cutout-HSC-G-9316-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
4653,merger_datasets/train_data/4800-cutout-HSC-G-9376-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
71,dual_AGN_datasets/train_data/6_with_AGN_49.fits,dual_agn,"(-9.999, 2499.75]"
2764,empty_space_dataset/empty_space_train_data/ra_189.47707974090451_dec_-1.4130951296551546.fits,empty_space,"(2499.75, 4999.5]"
7726,offset_AGN_datasets/train_data/15_with_AGN_483.fits,offset_agn,"(7499.25, 9999.0]"
5794,merger_datasets/train_data/123-cutout-HSC-G-9314-pdr3_wide.fits,merger,"(4999.5, 7499.25]"
6604,offset_AGN_datasets/train_data/18_with_AGN_708.fits,offset_agn,"(4999.5, 7499.25]"
9610,single_AGN_datasets/confirmed_single_AGN/UNK_004434.08+001903.5.fits,single_agn,"(7499.25, 9999.0]"
4605,merger_datasets/train_data/1971-cutout-HSC-G-9318-pdr3_wide.fits,merger,"(2499.75, 4999.5]"
6224,offset_AGN_datasets/train_data/13_with_AGN_1187.fits,offset_agn,"(4999.5, 7499.25]"
2867,empty_space_dataset/empty_space_train_data/ra_189.16392184616765_dec_-1.234147761234102.fits,empty_space,"(2499.75, 4999.5]"
1042,dual_AGN_datasets/train_data/2_with_AGN_1307.fits,dual_agn,"(-9.999, 2499.75]"
9680,single_AGN_datasets/confirmed_single_AGN/QSO_000937.66+033421.9.fits,single_agn,"(7499.25, 9999.0]"
9098,single_AGN_datasets/confirmed_single_AGN/UNK_142053.11+001450.1.fits,single_agn,"(7499.25, 9999.0]"
211,dual_AGN_datasets/train_data/16_with_AGN_605.fits,dual_agn,"(-9.999, 2499.75]"
