Unnamed: 0,file_name,classes
6016,merger_datasets/train_data/4494-cutout-HSC-G-9614-pdr3_wide.fits,merger
9507,merger_datasets/train_data/3019-cutout-HSC-G-9587-pdr3_wide.fits,merger
14400,offset_AGN_datasets/train_data/8_with_AGN_1323.fits,offset_agn
12646,offset_AGN_datasets/train_data/7_with_AGN_1280.fits,offset_agn
1624,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.6_asec_separations/QSO_145334_07_425647_4_rotated_80_degrees_1.0_QSO_130949_15_004840_0_.fits,dual_agn
16126,single_AGN_datasets/confirmed_single_AGN_spring/QSO_124256_59_011651_2.fits,single_agn
3828,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/0.5_asec_separations/QSO_145334_07_425647_4_rotated_40_degrees_1.0_QSO_133049_45_020101_4_.fits,dual_agn
6377,merger_datasets/train_data/3076-cutout-HSC-G-9348-pdr3_wide.fits,merger
257,dual_AGN_datasets/Rotated_AGN_diff_fltrs/HSC_G/downloaded_images/0.65_arcsecond_separations/downloaded_images/QSO_000035.59-003146.1_HSC_HSC-G_rotated_160_degrees.fits,dual_agn
2967,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.4_asec_separations/QSO_145334_07_425647_4_rotated_200_degrees_1.0_QSO_093051_40_003726_6_.fits,dual_agn
18697,single_AGN_datasets/confirmed_single_AGN_fall/QSO_010707_97_001450_3.fits,single_agn
6807,merger_datasets/train_data/2630-cutout-HSC-G-9589-pdr3_wide.fits,merger
12638,offset_AGN_datasets/train_data/0_with_AGN_334.fits,offset_agn
9001,merger_datasets/train_data/5953-cutout-HSC-G-9858-pdr3_wide.fits,merger
7053,merger_datasets/train_data/3412-cutout-HSC-G-9835-pdr3_wide.fits,merger
19035,single_AGN_datasets/confirmed_single_AGN_spring/QSO_132656_92_001246_8.fits,single_agn
8402,merger_datasets/train_data/365-cutout-HSC-G-9556-pdr3_wide.fits,merger
4708,dual_AGN_datasets/train_data/18_with_AGN_1281.fits,dual_agn
5594,merger_datasets/train_data/5762-cutout-HSC-G-9859-pdr3_wide.fits,merger
10790,offset_AGN_datasets/train_data/20_with_AGN_242.fits,offset_agn
6496,merger_datasets/train_data/5888-cutout-HSC-G-9856-pdr3_wide.fits,merger
17333,single_AGN_datasets/confirmed_single_AGN/UNK_001201.87+005259.7.fits,single_agn
16898,single_AGN_datasets/confirmed_single_AGN_spring/QSO_120039_06_002046_8.fits,single_agn
340,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/2.0_asec_separations/QSO_145334_07_425647_4_rotated_10_degrees_1.0_QSO_112439_79_002557_9_.fits,dual_agn
12755,offset_AGN_datasets/train_data/14_with_AGN_305.fits,offset_agn
7919,merger_datasets/train_data/5666-cutout-HSC-G-9855-pdr3_wide.fits,merger
19139,single_AGN_datasets/confirmed_single_AGN_fall/QSO_010649_30_014302_4.fits,single_agn
19069,single_AGN_datasets/confirmed_single_AGN_spring/QSO_085021_94_001444_9.fits,single_agn
3336,dual_AGN_datasets/train_data/11_with_AGN_245.fits,dual_agn
3928,dual_AGN_datasets/train_data/9_with_AGN_1332.fits,dual_agn
17231,single_AGN_datasets/confirmed_single_AGN/UNK_121932.11+005602.8.fits,single_agn
760,dual_AGN_datasets/train_data/7_with_AGN_306.fits,dual_agn
6043,merger_datasets/train_data/3472-cutout-HSC-G-9834-pdr3_wide.fits,merger
16077,single_AGN_datasets/confirmed_single_AGN/QSO_114220.80-004654.7.fits,single_agn
18248,single_AGN_datasets/confirmed_single_AGN/QSO_095944.97-022636.4.fits,single_agn
6498,merger_datasets/train_data/3565-cutout-HSC-G-9590-pdr3_wide.fits,merger
13569,offset_AGN_datasets/train_data/14_with_AGN_1015.fits,offset_agn
3709,dual_AGN_datasets/Rotated_AGN_diff_fltrs/HSC_G/downloaded_images/2.2_arcsecond_separations/downloaded_images/QSO_000035.59-003146.1_HSC_HSC-G_rotated_280_degrees.fits,dual_agn
18252,single_AGN_datasets/confirmed_single_AGN_spring/QSO_112439_79_002557_9.fits,single_agn
10957,offset_AGN_datasets/train_data/2_with_AGN_418.fits,offset_agn
5076,merger_datasets/train_data/1641-cutout-HSC-G-9803-pdr3_wide.fits,merger
11846,offset_AGN_datasets/train_data/1_with_AGN_560.fits,offset_agn
7417,merger_datasets/train_data/5987-cutout-HSC-G-9860-pdr3_wide.fits,merger
11339,offset_AGN_datasets/train_data/19_with_AGN_653.fits,offset_agn
11023,offset_AGN_datasets/train_data/10_with_AGN_1379.fits,offset_agn
6997,merger_datasets/train_data/498-cutout-HSC-G-9557-pdr3_wide.fits,merger
12411,offset_AGN_datasets/train_data/16_with_AGN_121.fits,offset_agn
6161,merger_datasets/train_data/1343-cutout-HSC-G-9802-pdr3_wide.fits,merger
14406,offset_AGN_datasets/train_data/7_with_AGN_75.fits,offset_agn
5129,merger_datasets/train_data/3033-cutout-HSC-G-9588-pdr3_wide.fits,merger
16885,single_AGN_datasets/confirmed_single_AGN_spring/QSO_114852_36_001700_6.fits,single_agn
16073,single_AGN_datasets/confirmed_single_AGN/QSO_135702.91+003824.4.fits,single_agn
11645,offset_AGN_datasets/train_data/6_with_AGN_877.fits,offset_agn
4977,merger_datasets/train_data/2684-cutout-HSC-G-9592-pdr3_wide.fits,merger
4730,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.2_asec_separations/QSO_145334_07_425647_4_rotated_60_degrees_1.0_QSO_123028_15_003841_6_.fits,dual_agn
9364,merger_datasets/train_data/3515-cutout-HSC-G-9587-pdr3_wide.fits,merger
8332,merger_datasets/train_data/7460-cutout-HSC-G-9618-pdr3_wide.fits,merger
12626,offset_AGN_datasets/train_data/16_with_AGN_1170.fits,offset_agn
8761,merger_datasets/train_data/3618-cutout-HSC-G-9594-pdr3_wide.fits,merger
9521,merger_datasets/train_data/4878-cutout-HSC-G-9370-pdr3_wide.fits,merger
13035,offset_AGN_datasets/train_data/6_with_AGN_1298.fits,offset_agn
6805,merger_datasets/train_data/889-cutout-HSC-G-9805-pdr3_wide.fits,merger
7347,merger_datasets/train_data/3497-cutout-HSC-G-9835-pdr3_wide.fits,merger
10196,offset_AGN_datasets/train_data/18_with_AGN_295.fits,offset_agn
651,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.4_asec_separations/QSO_145334_07_425647_4_rotated_200_degrees_1.0_QSO_115945_79_003647_0_.fits,dual_agn
2531,dual_AGN_datasets/train_data/20_with_AGN_76.fits,dual_agn
6269,merger_datasets/train_data/4868-cutout-HSC-G-9370-pdr3_wide.fits,merger
8713,merger_datasets/train_data/7453-cutout-HSC-G-9618-pdr3_wide.fits,merger
16361,single_AGN_datasets/confirmed_single_AGN_fall/QSO_011008_82_010149_2.fits,single_agn
6137,merger_datasets/train_data/4478-cutout-HSC-G-9613-pdr3_wide.fits,merger
9467,merger_datasets/train_data/4516-cutout-HSC-G-9615-pdr3_wide.fits,merger
9879,offset_AGN_datasets/train_data/4_with_AGN_596.fits,offset_agn
11526,offset_AGN_datasets/train_data/9_with_AGN_752.fits,offset_agn
3628,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.1_asec_separations/QSO_145334_07_425647_4_rotated_320_degrees_1.0_QSO_144559_26_005040_2_.fits,dual_agn
8210,merger_datasets/train_data/2706-cutout-HSC-G-9593-pdr3_wide.fits,merger
13661,offset_AGN_datasets/train_data/10_with_AGN_679.fits,offset_agn
13498,offset_AGN_datasets/train_data/18_with_AGN_1024.fits,offset_agn
14263,offset_AGN_datasets/train_data/9_with_AGN_824.fits,offset_agn
16476,single_AGN_datasets/confirmed_single_AGN_fall/QSO_000408_88_025959_3.fits,single_agn
2515,dual_AGN_datasets/train_data/12_with_AGN_366.fits,dual_agn
12318,offset_AGN_datasets/train_data/12_with_AGN_1054.fits,offset_agn
8339,merger_datasets/train_data/6690-cutout-HSC-G-9861-pdr3_wide.fits,merger
4827,merger_datasets/train_data/6633-cutout-HSC-G-9858-pdr3_wide.fits,merger
12520,offset_AGN_datasets/train_data/1_with_AGN_285.fits,offset_agn
7687,merger_datasets/train_data/7317-cutout-HSC-G-9376-pdr3_wide.fits,merger
2359,dual_AGN_datasets/train_data/15_with_AGN_98.fits,dual_agn
437,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.3_asec_separations/QSO_145334_07_425647_4_rotated_0_degrees_1.0_QSO_104006_73_015212_8_.fits,dual_agn
15348,single_AGN_datasets/confirmed_single_AGN_fall/QSO_010455_87_010857_9.fits,single_agn
13948,offset_AGN_datasets/train_data/4_with_AGN_227.fits,offset_agn
208,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.0_asec_separations/QSO_145334_07_425647_4_rotated_120_degrees_1.0_QSO_142338_11_001657_1_.fits,dual_agn
14584,single_AGN_datasets/confirmed_single_AGN/QSO_015239.64+022608.2.fits,single_agn
45,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.9_asec_separations/QSO_145334_07_425647_4_rotated_70_degrees_1.0_QSO_122149_96_003616_9_.fits,dual_agn
