Unnamed: 0,file_name,classes
7457,merger_datasets/train_data/4023-cutout-HSC-G-9345-pdr3_wide.fits,merger
8890,merger_datasets/train_data/817-cutout-HSC-G-9800-pdr3_wide.fits,merger
9366,merger_datasets/train_data/6949-cutout-HSC-G-9375-pdr3_wide.fits,merger
17514,single_AGN_datasets/confirmed_single_AGN/QSO_020011.31+032130.1.fits,single_agn
1035,dual_AGN_datasets/train_data/9_with_AGN_1278.fits,dual_agn
6983,merger_datasets/train_data/5059-cutout-HSC-G-9375-pdr3_wide.fits,merger
18321,single_AGN_datasets/confirmed_single_AGN/QSO_010737.01-001911.5.fits,single_agn
11640,offset_AGN_datasets/train_data/7_with_AGN_657.fits,offset_agn
10919,offset_AGN_datasets/train_data/6_with_AGN_1139.fits,offset_agn
3269,dual_AGN_datasets/train_data/7_with_AGN_1387.fits,dual_agn
11893,offset_AGN_datasets/train_data/5_with_AGN_1220.fits,offset_agn
6981,merger_datasets/train_data/4444-cutout-HSC-G-9594-pdr3_wide.fits,merger
3261,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.8_asec_separations/QSO_145334_07_425647_4_rotated_210_degrees_1.0_QSO_120802_32_002450_7_.fits,dual_agn
14636,single_AGN_datasets/confirmed_single_AGN/QSO_012151.66+020934.9.fits,single_agn
10543,offset_AGN_datasets/train_data/12_with_AGN_430.fits,offset_agn
3948,dual_AGN_datasets/Rotated_AGN_diff_fltrs/HSC_G/downloaded_images/1.75_arcsecond_separations/downloaded_images/QSO_000035.59-003146.1_HSC_HSC-G_rotated_180_degrees.fits,dual_agn
17425,single_AGN_datasets/confirmed_single_AGN/QSO_123541.58-000837.5.fits,single_agn
17817,single_AGN_datasets/confirmed_single_AGN_spring/QSO_111150_95_002044_4.fits,single_agn
8879,merger_datasets/train_data/2356-cutout-HSC-G-9321-pdr3_wide.fits,merger
5283,merger_datasets/train_data/5011-cutout-HSC-G-9374-pdr3_wide.fits,merger
10062,offset_AGN_datasets/train_data/2_with_AGN_592.fits,offset_agn
14250,offset_AGN_datasets/train_data/7_with_AGN_439.fits,offset_agn
12759,offset_AGN_datasets/train_data/6_with_AGN_221.fits,offset_agn
17059,single_AGN_datasets/confirmed_single_AGN_fall/QSO_002511_07_005917_0.fits,single_agn
15684,single_AGN_datasets/confirmed_single_AGN_spring/QSO_141247_27_011800_6.fits,single_agn
4658,dual_AGN_datasets/HSC_I/simulated_double_AGN_images_spring/1.8_asec_separations/QSO_145334_07_425647_4_rotated_210_degrees_1.0_QSO_093447_68_011107_7_.fits,dual_agn
7088,merger_datasets/train_data/1949-cutout-HSC-G-9316-pdr3_wide.fits,merger
